763	74	1.2.10	οὔκουν τῶν φρόνησιν ἀσκούντων τὸ βιάζεσθαι , ἀλλὰ τῶν ἰσχὺν ἄνευ γνώμης ἐχόντων τὰ τοιαῦτα πράττειν ἐστίν .		the prizes were golden strigils.	['ἀλλά']	1	['ἀλλὰ']	['AuxY']
764	105	1.2.18	ὅταν δὲ τῶν νουθετικῶν λόγων ἐπιλάθηταί τις , ἐπιλέλησται καὶ ὧν ἡ ψυχὴ πάσχουσα τῆς σωφροσύνης ἐπεθύμει ·		Now the Cilician queen was filled with admiration at beholding the brilliant appearance and the order of the Greek army.	['λόγος']	1	['λόγων']	['ATR']
765	109	1.2.19	καὶ τὰ χρήματα καταναλώσαντες , ὧν πρόσθεν ἀπείχοντο κερδῶν , αἰσχρὰ νομίζοντες εἶναι , τούτων οὐκ ἀπέχονται .		Thence he marched through Lycaonia five stages, thirty parasangs.	['οὐ']	1	['οὐκ']	['AuxZ']
766	111	1.2.20	πάντα μὲν οὖν ἔμοιγε δοκεῖ τὰ καλὰ καὶ τ- ἀγαθὰ ἀσκητὰ εἶναι , οὐχ ἥκιστα δὲ σωφροσύνη .		From there Cyrus sent the Cilician queen back to Cilicia by the shortest route.	['ἀγαθός', 'μέν', 'οὐ', 'καλός']	4	['ἀγαθὰ', 'μὲν', 'οὐχ', 'καλὰ']	['CO', 'AuxY', 'AuxZ', 'SBJ']
767	141	1.3.1	καὶ ὁ Χαρικλῆς , ὅσουπερ , εἶπε , χρόνου βουλεύειν οὐκ ἔξεστιν , ὡς οὔπω φρονίμοις οὖσι ·		They said they had not been hired for that.	['οὐ']	1	['οὐκ']	['AuxZ']
768	210	1.4.1	δαιμόνι’ , οὔ σε ἔοικε κακὸν ὣς δειδίσσεσθαι , ἀλλ’ αὐτός τε κάθησο καὶ ἄλλους ἵδρυε λαούς .		From there he marched one stage, five parasangs, to the Pyramus river, the width of which was a stadium.	['ἀλλά', 'οὐ']	2	['ἀλλ’', 'οὔ']	['AuxY', 'AuxZ']
769	240	1.4.8	οὔτε γὰρ τοῖς θεοῖς ἔφη καλῶς ἔχειν , εἰ ταῖς μεγάλαις θυσίαις μᾶλλον ἢ ταῖς μικραῖς ἔχαιρον ·		No, let them go, with the knowledge that their behaviour toward us is worse than ours toward them.	['γάρ', 'μικρός', 'καλός']	3	['γὰρ', 'μικραῖς', 'καλῶς']	['AuxY', 'ADV/OBJ', 'ADV']
770	292	1.5.3	πολὺ νὴ Δία οἱ ζῷα , εἴπερ γε μὴ τύχῃ τινί , ἀλλ’ ὑπὸ γνώμης ταῦτα γίγνεται .		But no ostrich was captured by anyone.	['ἀλλά']	1	['ἀλλ’']	['AuxY']
771	301	1.5.5	καὶ στόμα μέν , δι’ οὗ ὧν ἐπιθυμεῖ τὰ ζῷα εἰσπέμπεται , πλησίον ὀφθαλμῶν καὶ ῥινῶν καταθεῖναι ·		There they remained three days and provisioned the army.	['διά', 'μέν']	2	['δι’', 'μέν']	['AuxP', 'AuxY']
772	325	1.5.11	τίνος γὰρ ἄλλου ζῴου ψυχὴ πρῶτα μὲν θεῶν τῶν τὰ μέγιστα καὶ κάλλιστα συνταξάντων ᾔσθηται ὅτι εἰσί ;		When his comrades heard of the matter, they took it hard and were exceedingly angry with Clearchus.	['μέν', 'γάρ', 'καλός']	3	['μὲν', 'γὰρ', 'κάλλιστα']	['AuxY', 'AuxY', 'CO']
773	336	1.5.15	ὠγαθέ , ἔφη , κατάμαθε ὅτι καὶ ὁ σὸς νοῦς ἐνὼν τὸ σὸν σῶμα ὅπως βούλεται μεταχειρίζεται .		At this moment Cyrus also came up and learned about the situation.	['ἀγαθός']	1	['ὠγαθέ']	['ExD']
774	525	1.9.10	οὐκ ἐξαπατήσω δέ σε προοιμίοις ἡδονῆς , ἀλλ’ ᾗπερ οἱ θεοὶ διέθεσαν τὰ ὄντα διηγήσομαι μετ’ ἀληθείας .		For he showed repeatedly, by deed as well as by word, that he would never abandon them when once he had come to be their friend, not even if they should become still fewer in number and should meet with still worse misfortune.	['ἀλλά', 'οὐ']	2	['ἀλλ’', 'οὐκ']	['AuxY', 'AuxZ']
775	586	1.10.10	ἀλλὰ νὴ Δία , ἔφη , λέγει ἃ οὐκ ἄν τις ἐπὶ τῷ βίῳ παντὶ βούλοιτο ἀκοῦσαι .		And when the Greeks saw that the enemy were near them and in battle-order, they again struck up the paean and advanced to the attack much more eagerly than before;	['ἀλλά', 'οὐ']	2	['ἀλλὰ', 'οὐκ']	['AuxY', 'AuxZ']
776	597	1.10.15	ἐγὼ μὲν οἶμαι , εἰ τοιαύτην μὴ δύνασαι φέρειν μητέρα , τ- ἀγαθά σε οὐ δύνασθαι φέρειν .		And Lycius, after riding up and looking, brought back word that the enemy were in headlong flight.	['ἀγαθός', 'μέν', 'οὐ']	3	['ἀγαθά', 'μὲν', 'οὐ']	['OBJ', 'AuxY', 'AuxZ']
817	14	1.1.6	καὶ πολλοῖς τῶν συνόντων προηγόρευε τὰ μὲν ποιεῖν , τὰ δὲ μὴ ποιεῖν , ὡς τοῦ δαιμονίου προσημαίνοντος ·		It was in the following way, then, that he gathered this force:	['μέν']	1	['μὲν']	['AuxY']
818	26	1.1.9	τὰ δὲ μέγιστα τῶν ἐν τούτοις ἔφη τοὺς θεοὺς ἑαυτοῖς καταλείπεσθαι , ὧν οὐδὲν δῆλον εἶναι τοῖς ἀνθρώποις .		Cyrus, making his acquaintance, came to admire him, and gave him ten thousand darics.	['ἄνθρωπος', 'ἐν', 'δῆλος']	3	['ἀνθρώποις', 'ἐν', 'δῆλον']	['ADV', 'AuxP', 'PNOM']
819	46	1.2.3	ὅσα μὲν οὖν μὴ φανερὸς ἦν ὅπως ἐγίγνωσκεν , οὐδὲν θαυμαστὸν ὑπὲρ τούτων περὶ αὐτοῦ παραγνῶναι τοὺς δικαστάς ·		All these came to Cyrus at Sardis.	['μέν']	1	['μὲν']	['AuxY']
820	75	1.2.10	ἀλλὰ μὴν καὶ συμμάχων ὁ μὲν βιάζεσθαι τολμῶν δέοιτ’ ἂν οὐκ ὀλίγων , ὁ δὲ πείθειν δυνάμενος οὐδενός ·		Cyrus himself was one of those who watched the games.	['ἀλλά', 'μέν', 'οὐ']	3	['ἀλλὰ', 'μὲν', 'οὐκ']	['AuxY', 'AuxY', 'AuxZ']
821	79	1.2.11	ἀλλ’ ἔφη γε ὁ κατήγορος , Σωκράτει ὁμιλητὰ γενομένω Κριτίας τε καὶ Ἀλκιβιάδης πλεῖστα κακὰ τὴν πόλιν ἐποιησάτην .		At this time he was owing the soldiers more than three months’ pay, and they went again and again to his headquarters and demanded what was due them.	['ἀλλά']	1	['ἀλλ’']	['AuxY']
822	239	1.4.8	θυσίας δὲ θύων μικρὰς ἀπὸ μικρῶν οὐδὲν ἡγεῖτο μειοῦσθαι τῶν ἀπὸ πολλῶν καὶ μεγάλων πολλὰ καὶ μεγάλα θυόντων .		But for my part, I swear by the gods that I shall not pursue them, nor shall anyone say about me that I use a man so long as he is with me and then, when he wants to leave me, seize him and maltreat him and despoil him of his possessions.	['ἀπό', 'μικρός']	2	['ἀπὸ', 'μικρὰς']	['AuxP', 'ATR']
823	302	1.5.5	ἐπεὶ δὲ τὰ ἀποχωροῦντα δυσχερῆ , ἀποστρέψαι τοὺς τούτων ὀχετοὺς καὶ ἀπενεγκεῖν ᾗ δυνατὸν προσωτάτω ἀπὸ τῶν αἰσθήσεων ·		Thence Cyrus marched thirteen stages through desert country, ninety parasangs, keeping the Euphrates river on the right, and arrived at Pylae.	['ἀπό']	1	['ἀπὸ']	['AuxP']
824	317	1.5.9	εὖ ἴσθι , ἔφη , ὅτι , εἰ νομίζοιμι θεοὺς ἀνθρώπων τι φροντίζειν , οὐκ ἂν ἀμελοίην αὐτῶν .		Furthermore, one who observed closely could see at a glance that while the King’s empire was strong in its extent of territory and number of inhabitants, it was weak by reason of the greatness of the distances and the scattered condition of its forces, in case one should be swift in making his attack upon it.	['ἄνθρωπος', 'οὐ']	2	['ἀνθρώπων', 'οὐκ']	['ATR', 'AuxZ']
825	346	1.6.1	ἀλλὰ μὴν εἴ γε μηδὲ δοῦλον ἀκρατῆ δεξαίμεθ’ ἄν , πῶς οὐκ ἄξιον αὐτόν γε φυλάξασθαι τοιοῦτον γενέσθαι ;		At this time Orontas, a Persian, who was related to the King by birth and was reckoned among the best of the Persians in matters of war, devised a plot against Cyrus—in fact, he had made war upon him before this, but had become his friend again.	['ἄξιος', 'ἀλλά', 'οὐ']	3	['ἄξιον', 'ἀλλὰ', 'οὐκ']	['PNOM', 'AuxY', 'AuxZ']
826	368	1.6.7	ἢ τὴν δίαιτάν μου φαυλίζεις ὡς ἧττον μὲν ὑγιεινὰ ἐσθίοντος ἐμοῦ ἢ σοῦ , ἧττον δὲ ἰσχὺν παρέχοντα ;		This also Orontas admitted.	['μέν']	1	['μὲν']	['AuxY']
827	486	1.8.20	τίς γὰρ ἂν ἐθέλοι ἄνθρωπον ἐν οἰκίᾳ ἔχειν πονεῖν μὲν μηδὲν ἐθέλοντα , τῇ δὲ πολυτελεστάτῃ διαίτῃ χαίροντα ;		As for the enemy’s chariots, some of them plunged through the lines of their own troops, others, however, through the Greek lines, but without charioteers.	['οἰκία', 'ἐν', 'μέν', 'γάρ', 'ἄνθρωπος']	5	['οἰκίᾳ', 'ἐν', 'μὲν', 'γὰρ', 'ἄνθρωπον']	['ADV', 'AuxP', 'AuxY', 'AuxY', 'SBJ']
828	529	1.9.13	ἐννοεῖς , ὦ Ἡράκλεις , ὡς χαλεπὴν καὶ μακρὰν ὁδὸν ἐπὶ τὰς εὐφροσύνας ἡ γυνή σοι αὕτη διηγεῖται ;		Yet, on the other hand, none could say that he permitted malefactors and wicked men to laugh at him; on the contrary, he was merciless to the last degree in punishing them.	['ὁδός', 'μακρός']	2	['ὁδὸν', 'μακρὰν']	['OBJ', 'CO']
829	537	1.9.16	οὕτω γὰρ παιδεύεις τοὺς σεαυτῆς φίλους , τῆς μὲν νυκτὸς ὑβρίζουσα , τῆς δ’ ἡμέρας τὸ χρησιμώτατον κατακοιμίζουσα .		As for uprightness, if a man showed that he desired to distinguish himself in that quality, Cyrus considered it all important to enable such an one to live in greater opulence than those who were greedy of unjust gain.	['φίλος', 'μέν', 'γάρ', 'ἡμέρα']	4	['φίλους', 'μὲν', 'γὰρ', 'ἡμέρας']	['OBJ', 'AuxY', 'AuxY', 'ATR']
830	551	1.9.24	καὶ οἱ μὲν νέοι τοῖς τῶν πρεσβυτέρων ἐπαίνοις χαίρουσιν , οἱ δὲ γεραίτεροι ταῖς τῶν νέων τιμαῖς ἀγάλλονται ·		but that he surpassed them in solicitude and in eagerness to do favours, this in my opinion is more admirable.	['μέν']	1	['μὲν']	['AuxY']
831	606	1.10.18	εἶτα τούτων μὲν ἐπιμελεῖσθαι παρεσκεύασαι , τὴν δὲ μητέρα τὴν πάντων μάλιστά σε φιλοῦσαν οὐκ οἴει δεῖν θεραπεύειν ;		They found most of their property pillaged, in particular whatever there was to eat or drink, and as for the wagons loaded with flour and wine which Cyrus had provided in order that, if ever serious need should overtake the army, he might have supplies to distribute among the Greeks (and there were four hundred of these wagons, it was said), these also the King and his men had now pillaged.	['μέν', 'οὐ']	2	['μὲν', 'οὐκ']	['AuxY', 'AuxZ']
832	610	1.10.19	εἰ γάρ σε ὑπολάβοιεν πρὸς τοὺς γονέας ἀχάριστον εἶναι , οὐδεὶς ἂν νομίσειεν εὖ σε ποιήσας χάριν ἀπολήψεσθαι .		Thus it was, then that they got through this night.	['γάρ']	1	['γάρ']	['AuxY']
864	59	1.2.7	τὸ μὲν οὖν ὑπερεσθίοντα ὑπερπονεῖν ἀπεδοκίμαζε , τὸ δὲ ὅσα ἡδέως ἡ ψυχὴ δέχεται , ταῦτα ἱκανῶς ἐκπονεῖν ἐδοκίμαζε ·		its sources are beneath the palace.	['μέν']	1	['μὲν']	['AuxY']
865	91	1.2.14	πάντας δὲ τοὺς διδάσκοντας ὁρῶ αὑτοὺς δεικνύντας τε τοῖς μανθάνουσιν ᾗπερ αὐτοὶ ποιοῦσιν ἃ διδάσκουσι καὶ τῷ λόγῳ προσβιβάζοντας .		And the Cilician queen, as the report ran, asked Cyrus to exhibit his army to her.	['λόγος']	1	['λόγῳ']	['ADV']
866	165	1.3.9	ἀλλ’ οὐδέν τι χαλεποῦ πράγματος ἐπιθυμεῖς , ὦ Ἀλκιβιάδη , φάναι τὸν Περικλέα , βουλόμενος γνῶναι τί ἐστι νόμος ·		After this Clearchus gathered together his own soldiers, those who had come over to him, and any others who wanted to be present, and spoke as follows:	['ἀλλά']	1	['ἀλλ’']	['AuxY']
867	196	1.3.19	ἔφη δὲ καὶ περὶ τῶν φίλων αὐτὸν λέγειν ὡς οὐδὲν ὄφελος εὔνους εἶναι , εἰ μὴ καὶ ὠφελεῖν δυνήσονται ·		If, however, his enterprise is found to be greater and more laborious and more dangerous than the former one, we ought to demand that he should either offer sufficient persuasion and lead us on with him, or yield to our persuasion and let us go home in friendship;	['φίλος']	1	['φίλων']	['ADV']
868	199	1.3.19	ἐγὼ δ’ αὐτὸν οἶδα μὲν καὶ περὶ πατέρων τε καὶ τῶν ἄλλων συγγενῶν τε καὶ περὶ φίλων ταῦτα λέγοντα ·		and that we after hearing it should deliberate about the matter.	['φίλος', 'μέν']	2	['φίλων', 'μὲν']	['CO', 'AuxY']
869	220	1.4.4	ὧν τινες μικρὰ μέρη παρ’ ἐκείνου προῖκα λαβόντες πολλοῦ τοῖς ἄλλοις ἐπώλουν , καὶ οὐκ ἦσαν ὥσπερ ἐκεῖνος δημοτικοί ·		And in the space between these walls flows a river named the Carsus, a plethrum in width.	['μικρός', 'οὐ', 'παρά']	3	['μικρὰ', 'οὐκ', 'παρ’']	['ATR', 'AuxZ', 'AuxP']
870	237	1.4.8	καὶ ηὔχετο δὲ πρὸς τοὺς θεοὺς ἁπλῶς τ- ἀγαθὰ διδόναι , ὡς τοὺς θεοὺς κάλλιστα εἰδότας ὁποῖα ἀγαθά ἐστι ·		Nor have they fled beyond my power.	['ἀγαθός', 'καλός']	2	['ἀγαθὰ', 'κάλλιστα']	['OBJ', 'ADV']
871	300	1.5.4	καὶ τοὺς μὲν πρόσθεν ὀδόντας πᾶσι ζῴοις οἵους τέμνειν εἶναι , τοὺς δὲ γομφίους οἵους παρὰ τούτων δεξαμένους λεαίνειν ·		It was completely surrounded by the Mascas.	['μέν', 'παρά']	2	['μὲν', 'παρὰ']	['AuxY', 'AuxP']
872	362	1.6.6	καὶ μὴν χρήματά γε οὐ λαμβάνεις , ἃ καὶ κτωμένους εὐφραίνει καὶ κεκτημένους ἐλευθεριώτερόν τε καὶ ἥδιον ποιεῖ ζῆν .		then, at the bidding, as he himself said, of my brother, this man levied war upon me, holding the citadel of Sardis, and I, by the war I waged against him, made him count it best to cease from warring upon me, and I received and gave the hand-clasp of friendship. Since that, he said, Orontas, have I done you any wrong?	['οὐ']	1	['οὐ']	['AuxZ']
873	405	1.7.6	ἐνθυμώμεθα γάρ , ἔφη , εἴ τις μὴ ὢν ἀγαθὸς αὐλητὴς δοκεῖν βούλοιτο , τί ἂν αὐτῷ ποιητέον εἴη .		Well, gentlemen, my father’s realm extends toward the south to a region where men cannot dwell by reason of the heat, and to the north to a region where they cannot dwell by reason of the cold;	['ἀγαθός', 'γάρ']	2	['ἀγαθὸς', 'γάρ']	['ATR', 'AuxY']
874	407	1.7.7	καὶ πρῶτον μέν , ὅτι ἐκεῖνοι σκεύη τε καλὰ κέκτηνται καὶ ἀκολούθους πολλοὺς περιάγονται , καὶ τούτῳ ταῦτα ποιητέον ·		Now if we win the victory, we must put our friends in control of these provinces.	['μέν', 'καλός']	2	['μέν', 'καλὰ']	['AuxY', 'ATR']
875	411	1.7.8	ὣς δ’ αὔτως εἴ τις βούλοιτο στρατηγὸς ἀγαθὸς μὴ ὢν φαίνεσθαι ἢ κυβερνήτης , ἐννοῶμεν τί ἂν αὐτῷ συμβαίνοι .		Then some of the others also sought Cyrus’ presence, demanding to know what they should have, in case of victory;	['ἀγαθός', 'στρατηγός']	2	['ἀγαθὸς', 'στρατηγὸς']	['ATR', 'PNOM']
876	582	1.10.8	ἀλλά τοι εἰ καὶ πάντα ταῦτα πεποίηκε καὶ ἄλλα τούτων πολλαπλάσια , οὐδεὶς ἂν δύναιτο αὐτῆς ἀνασχέσθαι τὴν χαλεπότητα .		At any rate, after Tissaphernes had thus come off with the worst of it, he did not wheel round again, but went on to the camp of the Greeks and there fell in with the King; so it was that, after forming their lines once more, they were proceeding together.	['ἀλλά']	1	['ἀλλά']	['AuxY']
911	56	1.2.7	ἀλλ’ ἔπαυσε μὲν τούτων πολλοὺς ἀρετῆς ποιήσας ἐπιθυμεῖν καὶ ἐλπίδας παρασχών , ἂν ἑαυτῶν ἐπιμελῶνται , καλοὺς κ- ἀγαθοὺς ἔσεσθαι ·		Thence he marched three stages, twenty parasangs, to Celaenae, an inhabited city of Phrygia, large and prosperous.	['ἀλλά', 'ἀγαθός', 'μέν', 'καλός']	4	['ἀλλ’', 'ἀγαθοὺς', 'μὲν', 'καλοὺς']	['AuxY', 'CO', 'AuxY', 'PNOM']
912	88	1.2.13	ὡς γὰρ τάχιστα κρείττονε τῶν συγγιγνομένων ἡγησάσθην εἶναι , εὐθὺς ἀποπηδήσαντε Σωκράτους ἐπραττέτην τὰ πολιτικά , ὧνπερ ἕνεκα Σωκράτους ὠρεχθήτην .		There, alongside the road, was the so-called spring of Midas, the king of the Phrygians, at which Midas, according to the story, caught the satyr by mixing wine with the water of the spring.	['γάρ']	1	['γὰρ']	['AuxY']
913	113	1.2.20	καὶ Κριτίας δὴ καὶ Ἀλκιβιάδης , ἕως μὲν Σωκράτει συνήστην , ἐδυνάσθην ἐκείνῳ χρωμένω συμμάχῳ τῶν μὴ καλῶν ἐπιθυμιῶν κρατεῖν ·		With the rest of the army Cyrus marched through Cappadocia four stages, twenty-five parasangs, to Dana, an inhabited city, large and prosperous.	['μέν', 'καλός']	2	['μὲν', 'καλῶν']	['AuxY', 'ATR']
914	121	1.2.22	ἀλλ’ οἵ γε πατέρες αὐτοὶ συνόντες τοῖς υἱέσι , τῶν παίδων πλημμελούντων , οὐκ αἰτίαν ἔχουσιν , ἐὰν αὐτοὶ σωφρονῶσιν .		At any rate  Cyrus climbed the mountains without meeting any opposition, and saw the camp where the Cilicians had been keeping guard.	['ἀλλά', 'οὐ']	2	['ἀλλ’', 'οὐκ']	['AuxY', 'AuxZ']
915	174	1.3.12	ἆρ’ οὐχ ὅταν ὁ κρείττων τὸν ἥττω μὴ πείσας , ἀλλὰ βιασάμενος , ἀναγκάσῃ ποιεῖν ὅ τι ἂν αὐτῷ δοκῇ ;		for I take it that our camp is not very far away from him.	['ἀλλά', 'οὐ']	2	['ἀλλὰ', 'οὐχ']	['AuxY', 'AuxZ']
916	179	1.3.14	ὅσα δὲ οἱ ὀλίγοι τοὺς πολλοὺς μὴ πείσαντες , ἀλλὰ κρατοῦντες γράφουσι , πότερον βίαν φῶμεν ἢ μὴ φῶμεν εἶναι ;		secondly, that they should buy provisions—the market was in the barbarian army!—and pack up their baggage;	['ἀλλά']	1	['ἀλλὰ']	['AuxY']
917	192	1.3.17	Σωκράτης δὲ τὸν μὲν ἀμαθίας ἕνεκα δεσμεύοντα δικαίως ἂν καὶ αὐτὸν ᾤετο δεδέσθαι ὑπὸ τῶν ἐπισταμένων ἃ μὴ αὐτὸς ἐπίσταται ·		And that is not possible.	['μέν', 'δίκαιος']	2	['μὲν', 'δικαίως']	['AuxY', 'ADV']
918	229	1.4.6	ἀλλὰ μὴν τῇ πόλει γε οὔτε πολέμου κακῶς συμβάντος οὔτε στάσεως οὔτε προδοσίας οὔτε ἄλλου κακοῦ οὐδενὸς πώποτε αἴτιος ἐγένετο ·		There he remained seven days;	['πόλεμος', 'ἀλλά']	2	['πολέμου', 'ἀλλὰ']	['SBJ', 'AuxY']
919	250	1.4.11	οὕτω γὰρ εὐτελὴς ἦν , ὥστ’ οὐκ οἶδ’ εἴ τις οὕτως ἂν ὀλίγα ἐργάζοιτο ὥστε μὴ λαμβάνειν τὰ Σωκράτει ἀρκοῦντα .		Thence he marched three stages, fifteen parasangs, to the Euphrates river, the width of which was four stadia;	['γάρ', 'οὐ']	2	['γὰρ', 'οὐκ']	['AuxY', 'AuxZ']
920	261	1.4.14	ἀλλὰ καὶ Κριτόβουλόν ποτε τὸν Κρίτωνος πυθόμενος ὅτι ἐφίλησε τὸν Ἀλκιβιάδου υἱὸν καλὸν ὄντα , παρόντος τοῦ Κριτοβούλου ἤρετο Ξενοφῶντα ·		Soldiers, if you will obey me, you will, without either danger or toil, be honoured by Cyrus above and beyond the rest of the troops.	['ἀλλά', 'καλός']	2	['ἀλλὰ', 'καλὸν']	['AuxY', 'PNOM']
921	276	1.4.18	ὦ μῶρε , ἔφη ὁ Σωκράτης , τοὺς δὲ καλοὺς οὐκ οἴει φιλοῦντας ἐνιέναι τι , ὅτι σὺ οὐχ ὁρᾷς ·		The people of Thapsacus said that this river had never been passable on foot except at this time, but only by boats; and these Abrocomas had now burned, as he marched on ahead of Cyrus, in order to prevent him from crossing.	['οὐ', 'καλός']	2	['οὐκ', 'καλοὺς']	['AuxZ', 'OBJ']
922	293	1.5.3	τῶν δὲ ἀτεκμάρτως ἐχόντων ὅτου ἕνεκα ἔστι καὶ τῶν φανερῶς ἐπ’ ὠφελείᾳ ὄντων πότερα τύχης καὶ πότερα γνώμης ἔργα κρίνεις ;		Any horseman who chased one speedily desisted;	['ἔργον']	1	['ἔργα']	['OBJ']
923	304	1.5.5	οὐ μὰ τὸν Δί’ , ἔφη , ἀλλ’ οὕτω γε σκοπουμένῳ πάνυ ἔοικε ταῦτα σοφοῦ τινος δημιουργοῦ καὶ φιλοζῴου τεχνήμασι .		For there was no fodder and, in fact, no growing thing of any kind, but the land was absolutely bare;	['ἀλλά', 'οὐ']	2	['ἀλλ’', 'οὐ']	['AuxY', 'AuxZ']
924	349	1.6.3	ἆρά γε οὐ χρὴ πάντα ἄνδρα , ἡγησάμενον τὴν ἐγκράτειαν ἀρετῆς εἶναι κρηπῖδα , ταύτην πρῶτον ἐν τῇ ψυχῇ κατασκευάσασθαι ;		Then Orontas, thinking that his horsemen were assured him, wrote a letter to the King saying that he would come to him with as many horsemen as he could get.	['ἐν', 'οὐ']	2	['ἐν', 'οὐ']	['AuxP', 'AuxZ']
925	375	1.6.8	ἐμὲ δὲ ἄρα οὐκ οἴει , τῷ σώματι ἀεὶ τὰ συντυγχάνοντα μελετῶντα καρτερεῖν , πάντα ῥᾷον φέρειν σοῦ μὴ μελετῶντος ;		Even if I should do so Cyrus, he replied, you could never after this believe it of me.	['οὐ']	1	['οὐκ']	['AuxZ']
926	378	1.6.9	οἴει οὖν ἀπὸ πάντων τούτων τοσαύτην ἡδονὴν εἶναι ὅσην ἀπὸ τοῦ ἑαυτόν τε ἡγεῖσθαι βελτίω γίγνεσθαι καὶ φίλους ἀμείνους κτᾶσθαι ;		Now, Clearchus, do you be the first of my counsellors to express the opinion you hold.	['ἀπό', 'ἀγαθός', 'φίλος']	3	['ἀπὸ', 'βελτίω', 'φίλους']	['AuxP', 'PNOM', 'OBJ']
927	393	1.7.2	ὦ Ἀντιφῶν , παρ’ ἡμῖν νομίζεται τὴν ὥραν καὶ τὴν σοφίαν ὁμοίως μὲν καλόν , ὁμοίως δὲ αἰσχρὸν διατίθεσθαι εἶναι .		At this time Cyrus called together the generals and captains of the Greeks, and not only took counsel with them as to how he should fight the battle, but, for his own part, exhorted and encouraged them as follows:	['μέν', 'καλός', 'παρά']	3	['μὲν', 'καλόν', 'παρ’']	['AuxY', 'PNOM', 'AuxP']
928	432	1.7.15	τί δέ , ἔφη , τὸ ἀφροδισίων ἐγκρατῆ εἶναι , ὥστε μὴ διὰ ταῦτα κωλύεσθαι πράττειν , εἴ τι δέοι ;		And alongside the Euphrates there was a narrow passage, not more than about twenty feet in width, between the river and the trench;	['διά']	1	['διὰ']	['AuxP']
929	462	1.8.10	ἐγὼ οὖν τοὺς μὲν βουλομένους πολλὰ πράγματα ἔχειν αὐτούς τε καὶ ἄλλοις παρέχειν οὕτως ἂν παιδεύσας εἰς τοὺς ἀρχικοὺς καταστήσαιμι ·		and the scythes they carried reached out sideways from the axles and were also set under the chariot bodies, pointing towards the ground, so as to cut to pieces whatever they met;	['μέν', 'εἰς']	2	['μὲν', 'εἰς']	['AuxY', 'AuxP']
930	480	1.8.17	τοὺς γὰρ ξένους , ἐξ οὗ ὅ τε Σίνις καὶ ὁ Σκείρων καὶ ὁ Προκρούστης ἀπέθανον , οὐδεὶς ἔτι ἀδικεῖ ·		At length the opposing lines were not three or four stadia apart, and then the Greeks struck up the paean and began to advance against the enemy.	['γάρ', 'ἐκ']	2	['γὰρ', 'ἐξ']	['AuxY', 'AuxP']
962	65	1.2.8	τοὺς δὲ λαμβάνοντας τῆς ὁμιλίας μισθὸν ἀνδραποδιστὰς ἑαυτῶν ἀπεκάλει διὰ τὸ ἀναγκαῖον αὐτοῖς εἶναι διαλέγεσθαι παρ’ ὧν ἂν λάβοιεν τὸν μισθόν .		It is for this reason that the river is called Marsyas.	['διά', 'παρά']	2	['διὰ', 'παρ’']	['AuxP', 'AuxP']
963	92	1.2.14	οἶδα δὲ καὶ Σωκράτην δεικνύντα τοῖς συνοῦσιν ἑαυτὸν καλὸν κ- ἀγαθὸν ὄντα καὶ διαλεγόμενον κάλλιστα περὶ ἀρετῆς καὶ τῶν ἄλλων ἀνθρωπίνων .		Desiring to make an exhibition, Cyrus accordingly held a review of the Greeks and the barbarians on the plain.	['ἀγαθός', 'καλός']	2	['ἀγαθὸν', 'καλὸν']	['CO', 'PNOM']
964	297	1.5.3	τίς δ’ ἂν αἴσθησις ἦν γλυκέων καὶ δριμέων καὶ πάντων τῶν διὰ στόματος ἡδέων , εἰ μὴ γλῶττα τούτων γνώμων ἐνειργάσθη ;		and their flesh was delicious.	['διά']	1	['διὰ']	['AuxP']
965	340	1.5.16	εἰ δὲ δὴ καὶ ἐγκράτεια καλόν τε κ- ἀγαθὸν ἀνδρὶ κτῆμά ἐστιν , ἐπισκεψώμεθα εἴ τι προυβίβαζε λέγων εἰς ταύτην τοιάδε ·		for once let ill fortune overtake us, and all these barbarians whom you see will be more hostile to us than are those who stand with the King.	['ἀγαθός', 'εἰς', 'καλός']	3	['ἀγαθὸν', 'εἰς', 'καλόν']	['CO', 'AuxP', 'ATR']
966	371	1.6.8	οὐκ οἶσθ’ ὅτι ὁ μὲν ἥδιστα ἐσθίων ἥκιστα ὄψου δεῖται , ὁ δὲ ἥδιστα πίνων ἥκιστα τοῦ μὴ παρόντος ἐπιθυμεῖ ποτοῦ ;		Do you admit, then, that you have proved yourself a doer of wrong toward me?	['μέν', 'οὐ']	2	['μὲν', 'οὐκ']	['AuxY', 'AuxZ']
967	390	1.7.1	δῆλον δὴ ὅτι εἰ καὶ τὴν συνουσίαν ᾤου τινὸς ἀξίαν εἶναι , καὶ ταύτης ἂν οὐκ ἔλαττον τῆς ἀξίας ἀργύριον ἐπράττου .		For he thought that at the next dawn the King would come with his army to do battle.	['ἄξιος', 'δῆλος', 'οὐ']	3	['ἀξίαν', 'δῆλον', 'οὐκ']	['PNOM', 'CO/PNOM', 'AuxZ']
